name,grantsPlatform,amount,grantApprovalSource,fundingAuthorizationVote,percVoteWon,grantSubmissionUrl,funder,grantInitiative,grantToken,dateStart,endDt
attesta_mesta bot,Gitcoin,,https://explorer.gitcoin.co/#/round/42161/0x0c12752d28a68fd3dc791826b3405b8803aa8a52/0x0c12752d28a68fd3dc791826b3405b8803aa8a52-3,,,https://explorer.gitcoin.co/#/round/42161/0x0c12752d28a68fd3dc791826b3405b8803aa8a52/0x0c12752d28a68fd3dc791826b3405b8803aa8a52-3,Arbitrum Foundation,Arbitrum Foundation,,,
deCredit Score,Gitcoin,,https://explorer.gitcoin.co/#/round/42161/0x0c12752d28a68fd3dc791826b3405b8803aa8a52/0x0c12752d28a68fd3dc791826b3405b8803aa8a52-0,,,https://explorer.gitcoin.co/#/round/42161/0x0c12752d28a68fd3dc791826b3405b8803aa8a52/0x0c12752d28a68fd3dc791826b3405b8803aa8a52-0,Arbitrum Foundation,Arbitrum Foundation,,,
MesoReefDAO,Gitcoin,,https://explorer.gitcoin.co/#/round/42161/0x0c12752d28a68fd3dc791826b3405b8803aa8a52/0x0c12752d28a68fd3dc791826b3405b8803aa8a52-2,,,https://explorer.gitcoin.co/#/round/42161/0x0c12752d28a68fd3dc791826b3405b8803aa8a52/0x0c12752d28a68fd3dc791826b3405b8803aa8a52-2,Arbitrum Foundation,Arbitrum Foundation,,,
Nerds.World,Gitcoin,,https://explorer.gitcoin.co/#/round/42161/0x0c12752d28a68fd3dc791826b3405b8803aa8a52/0x0c12752d28a68fd3dc791826b3405b8803aa8a52-2,,,https://explorer.gitcoin.co/#/round/42161/0x0c12752d28a68fd3dc791826b3405b8803aa8a52/0x0c12752d28a68fd3dc791826b3405b8803aa8a52-2,Arbitrum Foundation,Arbitrum Foundation,,,
Tucan,Gitcoin,,https://explorer.gitcoin.co/#/round/42161/0x0c12752d28a68fd3dc791826b3405b8803aa8a52/0x0c12752d28a68fd3dc791826b3405b8803aa8a52-4,,,https://explorer.gitcoin.co/#/round/42161/0x0c12752d28a68fd3dc791826b3405b8803aa8a52/0x0c12752d28a68fd3dc791826b3405b8803aa8a52-4,Arbitrum Foundation,Arbitrum Foundation,,,
ArbitrumDAO Delegates,Gitcoin,,https://checker.gitcoin.co/public/project/show/arbitrumdao-delegates,,,https://checker.gitcoin.co/public/round/show/ajOOG1VAn,Arbitrum Foundation,Arbitrum Citizens Retrofunding Round 1,,,
Larva,Gitcoin,,https://checker.gitcoin.co/public/project/show/larva,,,https://checker.gitcoin.co/public/project/show/larva,Arbitrum Foundation,Arbitrum Citizens Retrofunding Round 1,,,
Ouroboros Research,Gitcoin,,https://checker.gitcoin.co/public/project/show/0xramen-governance-dashboards-education,,,https://checker.gitcoin.co/public/project/show/0xramen-governance-dashboards-education,Arbitrum Foundation,Arbitrum Citizens Retrofunding Round 1,,,
Atomist,Gitcoin,,https://checker.gitcoin.co/public/project/show/atomist,,,https://checker.gitcoin.co/public/project/show/atomist,Arbitrum Foundation,Arbitrum Citizens Retrofunding Round 1,,,
Arbitrum STIP StreamTracker,Gitcoin,,https://checker.gitcoin.co/public/project/show/arbitrum-stip-stream-tracker,,,https://checker.gitcoin.co/public/project/show/arbitrum-stip-stream-tracker,Arbitrum Foundation,Arbitrum Citizens Retrofunding Round 1,,,
InBest Program,Gitcoin,,https://checker.gitcoin.co/public/project/show/inbest-program-1,,,https://checker.gitcoin.co/public/project/show/inbest-program-1,Arbitrum Foundation,Arbitrum Citizens Retrofunding Round 1,,,
Raho History,Gitcoin,,https://checker.gitcoin.co/public/project/show/arbitrum-stip-dashboard-by-raho,,,https://checker.gitcoin.co/public/project/show/arbitrum-stip-dashboard-by-raho,Arbitrum Foundation,Arbitrum Citizens Retrofunding Round 1,,,
Biteye,Gitcoin,,https://checker.gitcoin.co/public/project/show/defi-teddy-founder-of-biteye,,,https://checker.gitcoin.co/public/project/show/defi-teddy-founder-of-biteye,Arbitrum Foundation,Arbitrum Citizens Retrofunding Round 1,,,
Andy,Gitcoin,,https://checker.gitcoin.co/public/project/show/andy,,,https://checker.gitcoin.co/public/project/show/andy,Arbitrum Foundation,Arbitrum Citizens Retrofunding Round 1,,,
thinkDecade,Gitcoin,,https://checker.gitcoin.co/public/project/show/thinkdecade,,,https://checker.gitcoin.co/public/project/show/thinkdecade,Arbitrum Foundation,Arbitrum Citizens Retrofunding Round 1,,,
Burns,Gitcoin,,https://checker.gitcoin.co/public/project/show/burns-stip-data-monitoring,,,https://checker.gitcoin.co/public/project/show/burns-stip-data-monitoring,Arbitrum Foundation,Arbitrum Citizens Retrofunding Round 1,,,
Fraxesco,Gitcoin,,https://checker.gitcoin.co/public/project/show/francescoweb3-contributing-to-arbitrum-governance-and-education,,,https://checker.gitcoin.co/public/project/show/francescoweb3-contributing-to-arbitrum-governance-and-education,Arbitrum Foundation,Arbitrum Citizens Retrofunding Round 1,,,
limes.eth,Gitcoin,,https://checker.gitcoin.co/public/project/show/limeseth,,,https://checker.gitcoin.co/public/project/show/limeseth,Arbitrum Foundation,Arbitrum Citizens Retrofunding Round 1,,,
Arbitrum Thailand,Gitcoin,,https://checker.gitcoin.co/public/project/show/arbitrum-thailand-co-working-space,,,https://checker.gitcoin.co/public/project/show/arbitrum-thailand-co-working-space,Arbitrum Foundation,Arbitrum Citizens Retrofunding Round 1,,,
Taylor Pedde,Gitcoin,,https://checker.gitcoin.co/public/project/show/taylor-pedde,,,https://checker.gitcoin.co/public/project/show/taylor-pedde,Arbitrum Foundation,Arbitrum Citizens Retrofunding Round 1,,,
Carl Zielinski,Gitcoin,,https://checker.gitcoin.co/public/project/show/carl-zielinski-princeton-blockchain-club,,,https://checker.gitcoin.co/public/project/show/carl-zielinski-princeton-blockchain-club,Arbitrum Foundation,Arbitrum Citizens Retrofunding Round 1,,,
Nathan VDH,Gitcoin,,https://checker.gitcoin.co/public/project/show/nathan-vdh,,,https://checker.gitcoin.co/public/project/show/nathan-vdh,Arbitrum Foundation,Arbitrum Citizens Retrofunding Round 1,,,
0xngmi,Gitcoin,,https://checker.gitcoin.co/public/project/show/0xngmis-work,,,https://checker.gitcoin.co/public/project/show/0xngmis-work,Arbitrum Foundation,Arbitrum Citizens Retrofunding Round 1,,,
STIP Inclusion Group,Gitcoin,,https://checker.gitcoin.co/public/project/show/stip-inclusion-group-aip-10-stip-backfund-for-successful-projects,,,https://checker.gitcoin.co/public/project/show/stip-inclusion-group-aip-10-stip-backfund-for-successful-projects,Arbitrum Foundation,Arbitrum Citizens Retrofunding Round 1,,,
Alex Lumley,Gitcoin,,https://checker.gitcoin.co/public/project/show/stip-inclusion-group-aip-10-stip-backfund-for-successful-projects,,,https://checker.gitcoin.co/public/project/show/stip-inclusion-group-aip-10-stip-backfund-for-successful-projects,Arbitrum Foundation,Arbitrum Citizens Retrofunding Round 1,,,
Karla God,Gitcoin,,https://checker.gitcoin.co/public/project/show/arbitrum-cipher-sessions,,,https://checker.gitcoin.co/public/project/show/arbitrum-cipher-sessions,Arbitrum Foundation,Arbitrum Citizens Retrofunding Round 1,,,
Arabian Horses,Gitcoin,,https://checker.gitcoin.co/public/project/show/arbitrum-votable-supply-tracker,,,https://checker.gitcoin.co/public/project/show/arbitrum-votable-supply-tracker,Arbitrum Foundation,Arbitrum Citizens Retrofunding Round 1,,,
0xdim,Gitcoin,,https://checker.gitcoin.co/public/project/show/0xidms-dao-governance-analysis-and-aip,,,https://checker.gitcoin.co/public/project/show/0xidms-dao-governance-analysis-and-aip,Arbitrum Foundation,Arbitrum Citizens Retrofunding Round 1,,,
,Gitcoin,,,,,,Glo Dollar ; Arbitrum DAO,Glo Dollar x Arbitrum DAO,,,
ReFi Medellin,Gitcoin,,https://explorer.gitcoin.co/#/round/42161/0xc5262fc451a72f68f83563e30126d9c1d5d77659/0xc5262fc451a72f68f83563e30126d9c1d5d77659-2,,,https://explorer.gitcoin.co/#/round/42161/0xc5262fc451a72f68f83563e30126d9c1d5d77659/0xc5262fc451a72f68f83563e30126d9c1d5d77659-2,Glo Dollar ; Arbitrum DAO,Glo Dollar x Arbitrum DAO,,,
Green Digital Gardens,Gitcoin,,https://explorer.gitcoin.co/#/round/42161/0xc5262fc451a72f68f83563e30126d9c1d5d77659/0xc5262fc451a72f68f83563e30126d9c1d5d77659-19,,,https://explorer.gitcoin.co/#/round/42161/0xc5262fc451a72f68f83563e30126d9c1d5d77659/0xc5262fc451a72f68f83563e30126d9c1d5d77659-19,Glo Dollar ; Arbitrum DAO,Glo Dollar x Arbitrum DAO,,,
GreenPill Nigeria,Gitcoin,,https://explorer.gitcoin.co/#/round/42161/0xc5262fc451a72f68f83563e30126d9c1d5d77659/0xc5262fc451a72f68f83563e30126d9c1d5d77659-29,,,https://explorer.gitcoin.co/#/round/42161/0xc5262fc451a72f68f83563e30126d9c1d5d77659/0xc5262fc451a72f68f83563e30126d9c1d5d77659-29,Glo Dollar ; Arbitrum DAO,Glo Dollar x Arbitrum DAO,,,
Fundación Salva Terra,Gitcoin,,https://explorer.gitcoin.co/#/round/42161/0xc5262fc451a72f68f83563e30126d9c1d5d77659/0xc5262fc451a72f68f83563e30126d9c1d5d77659-16,,,https://explorer.gitcoin.co/#/round/42161/0xc5262fc451a72f68f83563e30126d9c1d5d77659/0xc5262fc451a72f68f83563e30126d9c1d5d77659-16,Glo Dollar ; Arbitrum DAO,Glo Dollar x Arbitrum DAO,,,
Helios,Gitcoin,,https://explorer.gitcoin.co/#/round/42161/0xc5262fc451a72f68f83563e30126d9c1d5d77659/0xc5262fc451a72f68f83563e30126d9c1d5d77659-42,,,https://explorer.gitcoin.co/#/round/42161/0xc5262fc451a72f68f83563e30126d9c1d5d77659/0xc5262fc451a72f68f83563e30126d9c1d5d77659-42,Glo Dollar ; Arbitrum DAO,Glo Dollar x Arbitrum DAO,,,
Bankless Academy,Gitcoin,,https://explorer.gitcoin.co/#/round/42161/0xc5262fc451a72f68f83563e30126d9c1d5d77659/0xc5262fc451a72f68f83563e30126d9c1d5d77659-28,,,https://explorer.gitcoin.co/#/round/42161/0xc5262fc451a72f68f83563e30126d9c1d5d77659/0xc5262fc451a72f68f83563e30126d9c1d5d77659-28,Glo Dollar ; Arbitrum DAO,Glo Dollar x Arbitrum DAO,,,
Greenpill Kenya,Gitcoin,,https://explorer.gitcoin.co/#/round/42161/0xc5262fc451a72f68f83563e30126d9c1d5d77659/0xc5262fc451a72f68f83563e30126d9c1d5d77659-51,,,https://explorer.gitcoin.co/#/round/42161/0xc5262fc451a72f68f83563e30126d9c1d5d77659/0xc5262fc451a72f68f83563e30126d9c1d5d77659-51,Glo Dollar ; Arbitrum DAO,Glo Dollar x Arbitrum DAO,,,
StatelessArt,Gitcoin,,https://explorer.gitcoin.co/#/round/42161/0xc5262fc451a72f68f83563e30126d9c1d5d77659/0xc5262fc451a72f68f83563e30126d9c1d5d77659-0,,,https://explorer.gitcoin.co/#/round/42161/0xc5262fc451a72f68f83563e30126d9c1d5d77659/0xc5262fc451a72f68f83563e30126d9c1d5d77659-0,Glo Dollar ; Arbitrum DAO,Glo Dollar x Arbitrum DAO,,,
Dream DAO,Gitcoin,,https://explorer.gitcoin.co/#/round/42161/0xc5262fc451a72f68f83563e30126d9c1d5d77659/0xc5262fc451a72f68f83563e30126d9c1d5d77659-33,,,https://explorer.gitcoin.co/#/round/42161/0xc5262fc451a72f68f83563e30126d9c1d5d77659/0xc5262fc451a72f68f83563e30126d9c1d5d77659-33,Glo Dollar ; Arbitrum DAO,Glo Dollar x Arbitrum DAO,,,
EcoSynthesis,Gitcoin,,https://explorer.gitcoin.co/#/round/42161/0xc5262fc451a72f68f83563e30126d9c1d5d77659/0xc5262fc451a72f68f83563e30126d9c1d5d77659-9,,,https://explorer.gitcoin.co/#/round/42161/0xc5262fc451a72f68f83563e30126d9c1d5d77659/0xc5262fc451a72f68f83563e30126d9c1d5d77659-9,Glo Dollar ; Arbitrum DAO,Glo Dollar x Arbitrum DAO,,,
GloDollar,Gitcoin,,https://explorer.gitcoin.co/#/round/42161/0xc5262fc451a72f68f83563e30126d9c1d5d77659/0xc5262fc451a72f68f83563e30126d9c1d5d77659-9,,,https://explorer.gitcoin.co/#/round/42161/0xc5262fc451a72f68f83563e30126d9c1d5d77659/0xc5262fc451a72f68f83563e30126d9c1d5d77659-9,Glo Dollar ; Arbitrum DAO,Glo Dollar x Arbitrum DAO,,,
Solarpunkverse,Gitcoin,,https://explorer.gitcoin.co/#/round/42161/0xc5262fc451a72f68f83563e30126d9c1d5d77659/0xc5262fc451a72f68f83563e30126d9c1d5d77659-49,,,https://explorer.gitcoin.co/#/round/42161/0xc5262fc451a72f68f83563e30126d9c1d5d77659/0xc5262fc451a72f68f83563e30126d9c1d5d77659-49,Glo Dollar ; Arbitrum DAO,Glo Dollar x Arbitrum DAO,,,
Kokonut Foundation,Gitcoin,,https://explorer.gitcoin.co/#/round/42161/0xc5262fc451a72f68f83563e30126d9c1d5d77659/0xc5262fc451a72f68f83563e30126d9c1d5d77659-38,,,https://explorer.gitcoin.co/#/round/42161/0xc5262fc451a72f68f83563e30126d9c1d5d77659/0xc5262fc451a72f68f83563e30126d9c1d5d77659-38,Glo Dollar ; Arbitrum DAO,Glo Dollar x Arbitrum DAO,,,
Trusted Seed,Gitcoin,,https://explorer.gitcoin.co/#/round/42161/0xc5262fc451a72f68f83563e30126d9c1d5d77659/0xc5262fc451a72f68f83563e30126d9c1d5d77659-40,,,https://explorer.gitcoin.co/#/round/42161/0xc5262fc451a72f68f83563e30126d9c1d5d77659/0xc5262fc451a72f68f83563e30126d9c1d5d77659-40,Glo Dollar ; Arbitrum DAO,Glo Dollar x Arbitrum DAO,,,
ReFi Paramaibo,Gitcoin,,https://explorer.gitcoin.co/#/round/42161/0xc5262fc451a72f68f83563e30126d9c1d5d77659,,,https://explorer.gitcoin.co/#/round/42161/0xc5262fc451a72f68f83563e30126d9c1d5d77659,Glo Dollar ; Arbitrum DAO,Glo Dollar x Arbitrum DAO,,,
Earthist,Gitcoin,,https://explorer.gitcoin.co/#/round/42161/0xc5262fc451a72f68f83563e30126d9c1d5d77659,,,https://explorer.gitcoin.co/#/round/42161/0xc5262fc451a72f68f83563e30126d9c1d5d77659,Glo Dollar ; Arbitrum DAO,Glo Dollar x Arbitrum DAO,,,
Fiat24,Gitcoin,,https://explorer.gitcoin.co/#/round/42161/0xc5262fc451a72f68f83563e30126d9c1d5d77659/0xc5262fc451a72f68f83563e30126d9c1d5d77659-32,,,https://explorer.gitcoin.co/#/round/42161/0xc5262fc451a72f68f83563e30126d9c1d5d77659/0xc5262fc451a72f68f83563e30126d9c1d5d77659-32,Glo Dollar ; Arbitrum DAO,Glo Dollar x Arbitrum DAO,,,
GreenPill Brasil,Gitcoin,,https://explorer.gitcoin.co/#/round/42161/0xc5262fc451a72f68f83563e30126d9c1d5d77659/0xc5262fc451a72f68f83563e30126d9c1d5d77659-50,,,https://explorer.gitcoin.co/#/round/42161/0xc5262fc451a72f68f83563e30126d9c1d5d77659/0xc5262fc451a72f68f83563e30126d9c1d5d77659-50,Glo Dollar ; Arbitrum DAO,Glo Dollar x Arbitrum DAO,,,
RemittDAO,Gitcoin,,https://explorer.gitcoin.co/#/round/42161/0xc5262fc451a72f68f83563e30126d9c1d5d77659/0xc5262fc451a72f68f83563e30126d9c1d5d77659-23,,,https://explorer.gitcoin.co/#/round/42161/0xc5262fc451a72f68f83563e30126d9c1d5d77659/0xc5262fc451a72f68f83563e30126d9c1d5d77659-23,Glo Dollar ; Arbitrum DAO,Glo Dollar x Arbitrum DAO,,,
Giveth,Gitcoin,,https://explorer.gitcoin.co/#/round/42161/0xc5262fc451a72f68f83563e30126d9c1d5d77659/0xc5262fc451a72f68f83563e30126d9c1d5d77659-12,,,https://explorer.gitcoin.co/#/round/42161/0xc5262fc451a72f68f83563e30126d9c1d5d77659/0xc5262fc451a72f68f83563e30126d9c1d5d77659-12,Glo Dollar ; Arbitrum DAO,Glo Dollar x Arbitrum DAO,,,
TalentDAO,Gitcoin,,https://explorer.gitcoin.co/#/round/42161/0xc5262fc451a72f68f83563e30126d9c1d5d77659/0xc5262fc451a72f68f83563e30126d9c1d5d77659-36,,,https://explorer.gitcoin.co/#/round/42161/0xc5262fc451a72f68f83563e30126d9c1d5d77659/0xc5262fc451a72f68f83563e30126d9c1d5d77659-36,Glo Dollar ; Arbitrum DAO,Glo Dollar x Arbitrum DAO,,,
GreenPill Ottawa,Gitcoin,,https://explorer.gitcoin.co/#/round/42161/0xc5262fc451a72f68f83563e30126d9c1d5d77659/0xc5262fc451a72f68f83563e30126d9c1d5d77659-8,,,https://explorer.gitcoin.co/#/round/42161/0xc5262fc451a72f68f83563e30126d9c1d5d77659/0xc5262fc451a72f68f83563e30126d9c1d5d77659-8,Glo Dollar ; Arbitrum DAO,Glo Dollar x Arbitrum DAO,,,
Rooted LABs,Gitcoin,,https://explorer.gitcoin.co/#/round/42161/0xc5262fc451a72f68f83563e30126d9c1d5d77659/0xc5262fc451a72f68f83563e30126d9c1d5d77659-8,,,https://explorer.gitcoin.co/#/round/42161/0xc5262fc451a72f68f83563e30126d9c1d5d77659/0xc5262fc451a72f68f83563e30126d9c1d5d77659-8,Glo Dollar ; Arbitrum DAO,Glo Dollar x Arbitrum DAO,,,
AstroChain,Gitcoin,,https://explorer.gitcoin.co/#/round/42161/0xc5262fc451a72f68f83563e30126d9c1d5d77659/0xc5262fc451a72f68f83563e30126d9c1d5d77659-45,,,https://explorer.gitcoin.co/#/round/42161/0xc5262fc451a72f68f83563e30126d9c1d5d77659/0xc5262fc451a72f68f83563e30126d9c1d5d77659-45,Glo Dollar ; Arbitrum DAO,Glo Dollar x Arbitrum DAO,,,
GloDollar,Gitcoin,,https://explorer.gitcoin.co/#/round/42161/0xc5262fc451a72f68f83563e30126d9c1d5d77659/0xc5262fc451a72f68f83563e30126d9c1d5d77659-45,,,https://explorer.gitcoin.co/#/round/42161/0xc5262fc451a72f68f83563e30126d9c1d5d77659/0xc5262fc451a72f68f83563e30126d9c1d5d77659-45,Glo Dollar ; Arbitrum DAO,Glo Dollar x Arbitrum DAO,,,
How to DAO,Gitcoin,,https://explorer.gitcoin.co/#/round/42161/0xc5262fc451a72f68f83563e30126d9c1d5d77659/0xc5262fc451a72f68f83563e30126d9c1d5d77659-4,,,https://explorer.gitcoin.co/#/round/42161/0xc5262fc451a72f68f83563e30126d9c1d5d77659/0xc5262fc451a72f68f83563e30126d9c1d5d77659-4,Glo Dollar ; Arbitrum DAO,Glo Dollar x Arbitrum DAO,,,
ReFi Colombia,Gitcoin,,https://explorer.gitcoin.co/#/round/42161/0xc5262fc451a72f68f83563e30126d9c1d5d77659,,,https://explorer.gitcoin.co/#/round/42161/0xc5262fc451a72f68f83563e30126d9c1d5d77659,Glo Dollar ; Arbitrum DAO,Glo Dollar x Arbitrum DAO,,,
AgroforestDAO,Gitcoin,,https://explorer.gitcoin.co/#/round/42161/0xc5262fc451a72f68f83563e30126d9c1d5d77659/0xc5262fc451a72f68f83563e30126d9c1d5d77659-21,,,https://explorer.gitcoin.co/#/round/42161/0xc5262fc451a72f68f83563e30126d9c1d5d77659/0xc5262fc451a72f68f83563e30126d9c1d5d77659-21,Glo Dollar ; Arbitrum DAO,Glo Dollar x Arbitrum DAO,,,
Ayowecca Uganda,Gitcoin,,https://explorer.gitcoin.co/#/round/42161/0xc5262fc451a72f68f83563e30126d9c1d5d77659/0xc5262fc451a72f68f83563e30126d9c1d5d77659-34,,,https://explorer.gitcoin.co/#/round/42161/0xc5262fc451a72f68f83563e30126d9c1d5d77659/0xc5262fc451a72f68f83563e30126d9c1d5d77659-34,Glo Dollar ; Arbitrum DAO,Glo Dollar x Arbitrum DAO,,,
ReFiCartegena,Gitcoin,,https://explorer.gitcoin.co/#/round/42161/0xc5262fc451a72f68f83563e30126d9c1d5d77659/0xc5262fc451a72f68f83563e30126d9c1d5d77659-41,,,https://explorer.gitcoin.co/#/round/42161/0xc5262fc451a72f68f83563e30126d9c1d5d77659/0xc5262fc451a72f68f83563e30126d9c1d5d77659-41,Glo Dollar ; Arbitrum DAO,Glo Dollar x Arbitrum DAO,,,
Blocktrend,Gitcoin,,https://explorer.gitcoin.co/#/round/42161/0xc5262fc451a72f68f83563e30126d9c1d5d77659/0xc5262fc451a72f68f83563e30126d9c1d5d77659-54,,,https://explorer.gitcoin.co/#/round/42161/0xc5262fc451a72f68f83563e30126d9c1d5d77659/0xc5262fc451a72f68f83563e30126d9c1d5d77659-54,Glo Dollar ; Arbitrum DAO,Glo Dollar x Arbitrum DAO,,,
Ethereum News Podcast,Gitcoin,,https://explorer.gitcoin.co/#/round/42161/0xc5262fc451a72f68f83563e30126d9c1d5d77659/0xc5262fc451a72f68f83563e30126d9c1d5d77659-6,,,https://explorer.gitcoin.co/#/round/42161/0xc5262fc451a72f68f83563e30126d9c1d5d77659/0xc5262fc451a72f68f83563e30126d9c1d5d77659-6,Glo Dollar ; Arbitrum DAO,Glo Dollar x Arbitrum DAO,,,
ReFi DAO,Gitcoin,,https://explorer.gitcoin.co/#/round/42161/0xc5262fc451a72f68f83563e30126d9c1d5d77659/0xc5262fc451a72f68f83563e30126d9c1d5d77659-26,,,https://explorer.gitcoin.co/#/round/42161/0xc5262fc451a72f68f83563e30126d9c1d5d77659/0xc5262fc451a72f68f83563e30126d9c1d5d77659-26,Glo Dollar ; Arbitrum DAO,Glo Dollar x Arbitrum DAO,,,
ReFi Saravena,Gitcoin,,https://explorer.gitcoin.co/#/round/42161/0xc5262fc451a72f68f83563e30126d9c1d5d77659,,,https://explorer.gitcoin.co/#/round/42161/0xc5262fc451a72f68f83563e30126d9c1d5d77659,Glo Dollar ; Arbitrum DAO,Glo Dollar x Arbitrum DAO,,,
Pairwise,Gitcoin,,https://explorer.gitcoin.co/#/round/42161/0xc5262fc451a72f68f83563e30126d9c1d5d77659/0xc5262fc451a72f68f83563e30126d9c1d5d77659-22,,,https://explorer.gitcoin.co/#/round/42161/0xc5262fc451a72f68f83563e30126d9c1d5d77659/0xc5262fc451a72f68f83563e30126d9c1d5d77659-22,Glo Dollar ; Arbitrum DAO,Glo Dollar x Arbitrum DAO,,,
Urbánika,Gitcoin,,https://explorer.gitcoin.co/#/round/42161/0xc5262fc451a72f68f83563e30126d9c1d5d77659,,,https://explorer.gitcoin.co/#/round/42161/0xc5262fc451a72f68f83563e30126d9c1d5d77659,Glo Dollar ; Arbitrum DAO,Glo Dollar x Arbitrum DAO,,,
Impactify,Gitcoin,,https://explorer.gitcoin.co/#/round/42161/0xc5262fc451a72f68f83563e30126d9c1d5d77659/0xc5262fc451a72f68f83563e30126d9c1d5d77659-15,,,https://explorer.gitcoin.co/#/round/42161/0xc5262fc451a72f68f83563e30126d9c1d5d77659/0xc5262fc451a72f68f83563e30126d9c1d5d77659-15,Glo Dollar ; Arbitrum DAO,Glo Dollar x Arbitrum DAO,,,
Donorship,Gitcoin,,https://explorer.gitcoin.co/#/round/42161/0xc5262fc451a72f68f83563e30126d9c1d5d77659/0xc5262fc451a72f68f83563e30126d9c1d5d77659-18,,,https://explorer.gitcoin.co/#/round/42161/0xc5262fc451a72f68f83563e30126d9c1d5d77659/0xc5262fc451a72f68f83563e30126d9c1d5d77659-18,Glo Dollar ; Arbitrum DAO,Glo Dollar x Arbitrum DAO,,,
Brale,Gitcoin,,https://explorer.gitcoin.co/#/round/42161/0xc5262fc451a72f68f83563e30126d9c1d5d77659/0xc5262fc451a72f68f83563e30126d9c1d5d77659-31,,,https://explorer.gitcoin.co/#/round/42161/0xc5262fc451a72f68f83563e30126d9c1d5d77659/0xc5262fc451a72f68f83563e30126d9c1d5d77659-31,Glo Dollar ; Arbitrum DAO,Glo Dollar x Arbitrum DAO,,,
LunCo,Gitcoin,,https://explorer.gitcoin.co/#/round/42161/0xc5262fc451a72f68f83563e30126d9c1d5d77659/0xc5262fc451a72f68f83563e30126d9c1d5d77659-14,,,https://explorer.gitcoin.co/#/round/42161/0xc5262fc451a72f68f83563e30126d9c1d5d77659/0xc5262fc451a72f68f83563e30126d9c1d5d77659-14,Glo Dollar ; Arbitrum DAO,Glo Dollar x Arbitrum DAO,,,
Niural,Gitcoin,,https://explorer.gitcoin.co/#/round/42161/0xc5262fc451a72f68f83563e30126d9c1d5d77659/0xc5262fc451a72f68f83563e30126d9c1d5d77659-37,,,https://explorer.gitcoin.co/#/round/42161/0xc5262fc451a72f68f83563e30126d9c1d5d77659/0xc5262fc451a72f68f83563e30126d9c1d5d77659-37,Glo Dollar ; Arbitrum DAO,Glo Dollar x Arbitrum DAO,,,
Food Resilience DAO,Gitcoin,,https://explorer.gitcoin.co/#/round/42161/0xc5262fc451a72f68f83563e30126d9c1d5d77659/0xc5262fc451a72f68f83563e30126d9c1d5d77659-37,,,https://explorer.gitcoin.co/#/round/42161/0xc5262fc451a72f68f83563e30126d9c1d5d77659/0xc5262fc451a72f68f83563e30126d9c1d5d77659-37,Glo Dollar ; Arbitrum DAO,Glo Dollar x Arbitrum DAO,,,
GoodDollar,Gitcoin,,https://explorer.gitcoin.co/#/round/42161/0xc5262fc451a72f68f83563e30126d9c1d5d77659/0xc5262fc451a72f68f83563e30126d9c1d5d77659-30,,,https://explorer.gitcoin.co/#/round/42161/0xc5262fc451a72f68f83563e30126d9c1d5d77659/0xc5262fc451a72f68f83563e30126d9c1d5d77659-30,Glo Dollar ; Arbitrum DAO,Glo Dollar x Arbitrum DAO,,,
MusicMoon,Gitcoin,,https://explorer.gitcoin.co/#/round/42161/0xc5262fc451a72f68f83563e30126d9c1d5d77659/0xc5262fc451a72f68f83563e30126d9c1d5d77659-53,,,https://explorer.gitcoin.co/#/round/42161/0xc5262fc451a72f68f83563e30126d9c1d5d77659/0xc5262fc451a72f68f83563e30126d9c1d5d77659-53,Glo Dollar ; Arbitrum DAO,Glo Dollar x Arbitrum DAO,,,
Artizen,Gitcoin,,https://explorer.gitcoin.co/#/round/42161/0xc5262fc451a72f68f83563e30126d9c1d5d77659/0xc5262fc451a72f68f83563e30126d9c1d5d77659-13,https://explorer.gitcoin.co/#/round/42161/0xc5262fc451a72f68f83563e30126d9c1d5d77659/0xc5262fc451a72f68f83563e30126d9c1d5d77659-13,,,Glo Dollar ; Arbitrum DAO,Glo Dollar x Arbitrum DAO,,,
Solarpunkverse,Gitcoin,,https://explorer.gitcoin.co/#/round/42161/0xc5262fc451a72f68f83563e30126d9c1d5d77659/0xc5262fc451a72f68f83563e30126d9c1d5d77659-10,https://explorer.gitcoin.co/#/round/42161/0xc5262fc451a72f68f83563e30126d9c1d5d77659/0xc5262fc451a72f68f83563e30126d9c1d5d77659-10,,,Glo Dollar ; Arbitrum DAO,Glo Dollar x Arbitrum DAO,,,
Urbanika,Gitcoin,,https://explorer.gitcoin.co/#/round/42161/0xc5262fc451a72f68f83563e30126d9c1d5d77659/0xc5262fc451a72f68f83563e30126d9c1d5d77659-20,https://explorer.gitcoin.co/#/round/42161/0xc5262fc451a72f68f83563e30126d9c1d5d77659/0xc5262fc451a72f68f83563e30126d9c1d5d77659-20,,,Glo Dollar ; Arbitrum DAO,Glo Dollar x Arbitrum DAO,,,